,tags,Allen_electronegativity_A,E_vacum_level_A,gap_dir_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,gap_dir_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B,Type,Ecc,Evv,Ecv,Etotal,Allen_elec_diff,Ecc_Ecv_diff,Type_Allen_010,Type_Allen_010_diff_06,A-CBM,A-VBM,B-CBM,B-VBM,A-band gap,B-band gap,Low X(H2),Low X(O2)
899,NiS2-2dm-5509/GaGeTe-2dm-4155,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,1.84584305,3.708,TRUE,-3.881,-5.3546,4.098304,4.09830454,28.289136,90,90,60.00000436,Type-II_B,1.2287000000000003,0.8506,0.24489999999999945,2.3242,0.48136523099999984,0.9838000000000009,Z-scheme_B,Z-scheme_B,,,,,,,,
908,NiS2-2dm-5509/V2CoO6-2dm-3124,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,0.9969999999999999,2.4754000000000005,0.0985,3.5709,-0.738659399,0.8985000000000003,Z-scheme_A,Z-scheme_A,,,,,,,,
912,SnS2-2dm-3203/SnS-2dm-3338,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.355449471,2.162,FALSE,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,Type-II_B,2.0989999999999998,1.9095000000000004,0.4900000000000002,4.4985,0.11589247499999988,1.6089999999999995,Z-scheme_B,Z-scheme_B,,,,,,,,
914,SnS2-2dm-3203/WSe2-2dm-3594,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.124274421,3.072,TRUE,-3.3544,-5.4683,3.294968,3.29496714,23.362456,90,90,120.0000086,Type-II_B,1.6597999999999997,1.9454000000000002,0.4541000000000004,4.0593,0.34706752499999993,1.2056999999999993,Z-scheme_B,Z-scheme_B,,,,,,,,
917,SnS2-2dm-3203/Mn(SbS2)2-2dm-3170,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.340379513,2.862,FALSE,-3.3932,-5.4725,3.797719,6.501177552,24.73229,90,90,106.9824782,Type-II_B,1.6209999999999996,1.9412000000000003,0.4583000000000004,4.0205,0.1309624330000001,1.1626999999999992,Z-scheme_B,Z-scheme_B,,,,,,,,
925,SnS2-2dm-3203/SnSe-2dm-4801,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.233621131,2.033,FALSE,-3.2352,-5.5272,3.895047,6.166192,21.993132,90,90,90,Type-II_B,1.779,1.8865000000000007,0.5129999999999999,4.1785000000000005,0.23772081499999986,1.266,Z-scheme_B,Z-scheme_B,,,,,,,,
956,SnS2-2dm-3203/As-2dm-3312,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.210777757,1.771,FALSE,-3.5758,-5.8068,3.603291,3.603291646,21.287882,90,90,59.99999675,Type-II_B,1.4383999999999997,1.6069000000000004,0.7926000000000002,3.8379000000000003,0.2605641890000001,0.6457999999999995,Z-scheme_B,Z-scheme_B,-5.413097,-7.666126,-3.829459,-6.268651,2.253029,2.439192,0.641,1.996
939,SnS2-2dm-3203/Te3As2-2dm-5359,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.178027318,3.838,TRUE,-4.1632,-5.1666,4.036619,4.036618731,27.303248,90,90,59.9999896,Type-II_B,0.851,2.2471000000000005,0.1524000000000001,3.2505000000000006,0.2933146280000001,0.6985999999999999,Z-scheme_B,Z-scheme_B,,,,,,,,
943,SnS2-2dm-3203/Mg2Al2Se5-2dm-4027,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.268670427,3.939,TRUE,-3.2131,-5.4725,3.878769,3.878769692,32.800694,90,90,120.0000026,Type-II_B,1.8011,1.9412000000000003,0.4583000000000004,4.2006000000000006,0.2026715189999999,1.3427999999999995,Z-scheme_B,Z-scheme_B,,,,,,,,
949,SnS2-2dm-3203/Mg(AlSe2)2-2dm-4113,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.273420117,3.526,TRUE,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,Type-II_B,1.7182,1.8756000000000004,0.5239000000000003,4.117700000000001,0.19792182899999977,1.1942999999999997,Z-scheme_B,Z-scheme_B,,,,,,,,
927,SnS2-2dm-3203/Te2Mo-2dm-5370,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,1.938647658,3.768,TRUE,-3.574,-5.1733,3.520389,3.520388486,23.619353,90,90,119.9999954,Type-II_B,1.4402,2.2404,0.15910000000000046,3.8397000000000006,0.5326942879999998,1.2810999999999995,Z-scheme_B,Z-scheme_B,-5.296688,-6.860552,-4.327524,-5.578272,1.563864,1.250748,0.187,1.191
959,SnS2-2dm-3203/Al2Te5-2dm-4985,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.091396898,2.677,FALSE,-3.4877,-5.4417,4.180646,8.306388909,24.078083,90,90,104.5753164,Type-II_B,1.5265,1.9720000000000004,0.4275000000000002,3.9260000000000006,0.37994504799999973,1.0989999999999998,Z-scheme_B,Z-scheme_B,,,,,,,,
990,SnS2-2dm-3203/Ba(BSe3)2-2dm-4261,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.349290662,1.699,FALSE,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,Type-II_B,2.3207999999999998,1.5152,0.8843000000000005,4.7203,0.12205128399999987,1.4364999999999992,Z-scheme_B,Z-scheme_B,,,,,,,,
992,SnS2-2dm-3203/CuI-2dm-4972,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.7794999999999996,1.8613000000000008,0.5381999999999998,5.179,0.21595501799999983,2.2413,Z-scheme_B,Z-scheme_B,,,,,,,,
995,SnS2-2dm-3203/CrO2-2dm-5091,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,3.071350867,2.308,FALSE,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,Type-II_A,2.1619,1.4895999999999994,0.23760000000000048,3.8891,-0.600008921,1.9242999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
998,SnS2-2dm-3203/AuI-2dm-3495,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,2.2152,1.9794,0.4201000000000006,4.614700000000001,0.35368454799999993,1.7950999999999993,Z-scheme_B,Z-scheme_B,,,,,,,,
1005,SnS2-2dm-3203/AuBr-2dm-4576,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.245673035,2.161,FALSE,-3.0867,-6.0478,4.135507003,4.135507502,23.904198,90,90,91.07484666,Type-II_B,1.9274999999999998,1.3659000000000008,1.0335999999999999,4.327,0.22566891100000008,0.8938999999999999,Z-scheme_B,Z-scheme_B,,,,,,,,
1021,SnS2-2dm-3203/GaTe-2dm-3099,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.161103034,3.021,FALSE,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90,90,120.0000034,Type-II_B,1.3977999999999997,1.6378000000000004,0.7617000000000003,3.7973000000000003,0.310238912,0.6360999999999994,Z-scheme_B,Z-scheme_B,,,,,,,,
1031,SnS2-2dm-3203/CuI-2dm-3638,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.8175,1.8416000000000006,0.5579000000000001,5.2170000000000005,0.21640130599999985,2.2596,Z-scheme_B,Z-scheme_B,,,,,,,,
1040,SnS2-2dm-3203/VI2-2dm-3251,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.173133607,2.612,FALSE,-2.551,-6.1333,4.089094,4.089029766,23.144466,90,90,60.00051416,Type-II_B,2.4631999999999996,1.2804000000000002,1.1191000000000004,4.8627,0.2982083389999999,1.3440999999999992,Z-scheme_B,Z-scheme_B,,,,,,,,
1043,SnS2-2dm-3203/Mn(BiTe2)2-2dm-3199,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,2.066144252,4.69,FALSE,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90,90,59.99998576,Type-II_B,1.1477999999999997,2.1242,0.27530000000000054,3.5473000000000003,0.40519769399999994,0.8724999999999992,Z-scheme_B,Z-scheme_B,,,,,,,,
1047,SnS2-2dm-3203/GaGeTe-2dm-4155,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,1.84584305,3.708,TRUE,-3.881,-5.3546,4.098304,4.09830454,28.289136,90,90,60.00000436,Type-II_B,1.1332,2.059100000000001,0.3403999999999998,3.5327000000000006,0.6254988959999999,0.7928000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
1068,LiSbO2-2dm-5711/SnO2-2dm-5126,3.214081343,1.622,FALSE,-2.0706,-5.7146,5.285750949,5.376066524,21.85444,90,90,98.88960352,3.354923347,2.522,FALSE,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90,90,60.00000017,Type-II_A,3.3816,3.9190999999999994,0.2623999999999995,7.563099999999999,-0.140842004,3.1192000000000006,Z-scheme_A,Z-scheme_A,,,,,,,,
1099,LiSbO2-2dm-5711/WF5-2dm-4702,3.214081343,1.622,FALSE,-2.0706,-5.7146,5.285750949,5.376066524,21.85444,90,90,98.88960352,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,Type-II_A,3.6039,1.7544000000000004,0.0401,5.3984000000000005,-0.705419933,3.5638,Z-scheme_A,Z-scheme_A,,,,,,,,
1204,WS2-2dm-3749/TiO2-2dm-3816,2.249022243,3.323,TRUE,-3.7228,-6.0834,3.173754,3.173754356,23.131045,90,90,119.9999963,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,Type-II_A,1.5827000000000004,3.4273999999999996,0.7778999999999998,5.788,-0.978356602,0.8048000000000006,Z-scheme_A,Z-scheme_A,,,,,,,,
1209,WS2-2dm-3749/TiNF-2dm-3400,2.249022243,3.323,TRUE,-3.7228,-6.0834,3.173754,3.173754356,23.131045,90,90,119.9999963,3.283379526,2.432,TRUE,-5.5224,-7.2131,3.051295,3.952744,24.334873,90,90,90,Type-II_A,1.7996000000000003,1.1296999999999997,0.5609999999999999,3.4903,-1.034357283,1.2386000000000004,Z-scheme_A,Z-scheme_A,,,,,,,,
9424,BiBrO-2dm-3406/CuI-2dm-3638,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.5185000000000004,2.4835000000000003,0.8568999999999996,5.8589,0.6538402369999998,1.6616000000000009,Z-scheme_B,Z-scheme_B,-5.257136,-8.531315,-2.684339,-5.946664,3.274179,3.262325,1.756,2.741
1230,WS2-2dm-3749/AuClO2-2dm-3945,2.249022243,3.323,TRUE,-3.7228,-6.0834,3.173754,3.173754356,23.131045,90,90,119.9999963,2.848545305,1.873,FALSE,-5.5614,-7.5309,3.884086,7.280273,22.803907,90,90,90,Type-II_A,1.8386,1.4474999999999998,0.5220000000000002,3.8081,-0.599523062,1.3165999999999998,Z-scheme_A,Z-scheme_A,,,,,,,,
1245,WS2-2dm-3749/WF5-2dm-4702,2.249022243,3.323,TRUE,-3.7228,-6.0834,3.173754,3.173754356,23.131045,90,90,119.9999963,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,Type-II_A,1.9517000000000002,1.3856000000000002,0.40890000000000004,3.7462000000000004,-1.670479033,1.5428000000000002,Z-scheme_A,Z-scheme_A,,,,,,,,
1258,WS2-2dm-3749/AuO2F-2dm-4797,2.249022243,3.323,TRUE,-3.7228,-6.0834,3.173754,3.173754356,23.131045,90,90,119.9999963,3.174905366,1.66,FALSE,-5.7171,-7.9989,3.831025,6.947884,22.082157,90,90,90,Type-II_A,1.9943000000000004,1.9154999999999998,0.36629999999999985,4.2761,-0.925883123,1.6280000000000006,Z-scheme_A,Z-scheme_A,,,,,,,,
1320,WS2-2dm-3749/AuBrO2-2dm-4476,2.249022243,3.323,TRUE,-3.7228,-6.0834,3.173754,3.173754356,23.131045,90,90,119.9999963,2.803278288,1.845,FALSE,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Type-II_A,1.7437999999999998,1.1585999999999999,0.6168000000000005,3.5192,-0.554256045,1.1269999999999993,Z-scheme_A,Z-scheme_A,,,,,,,,
1339,WS2-2dm-3749/TiBrN-2dm-3460,2.249022243,3.323,TRUE,-3.7228,-6.0834,3.173754,3.173754356,23.131045,90,90,119.9999963,2.57540809,2.896,TRUE,-5.4289,-6.9642,3.358682,3.938229,25.497036,90,90,90,Type-II_A,1.7060999999999997,0.8807999999999998,0.6545000000000005,3.2414,-0.326385847,1.0515999999999992,Z-scheme_A,Z-scheme_A,,,,,,,,
1343,WS2-2dm-3749/TiNCl-2dm-3655,2.249022243,3.323,TRUE,-3.7228,-6.0834,3.173754,3.173754356,23.131045,90,90,119.9999963,2.663997204,2.944,TRUE,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Type-II_A,1.8645999999999998,1.0498000000000003,0.49600000000000044,3.4104000000000005,-0.414974961,1.3685999999999994,Z-scheme_A,Z-scheme_A,,,,,,,,
1350,TiO2-2dm-3816/SnS-2dm-3338,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.355449471,2.162,FALSE,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,Type-II_B,2.3903000000000003,4.0066,0.19869999999999965,6.595599999999999,0.871929374,2.1916000000000007,Z-scheme_B,Z-scheme_B,,,,,,,,
1352,TiO2-2dm-3816/WSe2-2dm-3594,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.124274421,3.072,TRUE,-3.3544,-5.4683,3.294968,3.29496714,23.362456,90,90,120.0000086,Type-II_B,1.9511000000000003,4.0424999999999995,0.16279999999999983,6.1564,1.103104424,1.7883000000000004,Z-scheme_B,Z-scheme_B,,,,,,,,
1355,TiO2-2dm-3816/Mn(SbS2)2-2dm-3170,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.340379513,2.862,FALSE,-3.3932,-5.4725,3.797719,6.501177552,24.73229,90,90,106.9824782,Type-II_B,1.9123,4.0383,0.16699999999999982,6.1175999999999995,0.8869993320000003,1.7453000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
1357,TiO2-2dm-3816/PdSe2-2dm-3426,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.05884641,1.783,FALSE,-3.7477,-6.0789,5.684482,5.868625,21.474759,90,90,90,Type-II_B,1.5578000000000003,3.4318999999999997,0.7733999999999996,5.7631,1.168532435,0.7844000000000007,Z-scheme_B,Z-scheme_B,,,,,,,,
1363,TiO2-2dm-3816/SnSe-2dm-4801,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.233621131,2.033,FALSE,-3.2352,-5.5272,3.895047,6.166192,21.993132,90,90,90,Type-II_B,2.0703000000000005,3.9836,0.22169999999999934,6.2756,0.993757714,1.8486000000000011,Z-scheme_B,Z-scheme_B,,,,,,,,
1364,TiO2-2dm-3816/SbF5-2dm-4722,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,4.042794506,1.806,FALSE,-7.79,-10.2623,3.716632,4.545161,23.533328,90,90,90,Type-II_A,2.4844999999999997,0.7515000000000001,1.7207999999999997,4.956799999999999,-0.815415661,0.7637,Z-scheme_A,Z-scheme_A,,,,,,,,
1370,TiO2-2dm-3816/ZnSe-2dm-4928,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.567331215,1.773,TRUE,-3.1859,-6.6258,4.051328,4.051328,23.024464,90,90,90,Type-II_B,2.1196,2.885,1.3202999999999996,6.3248999999999995,0.6600476300000002,0.7993000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
1372,TiO2-2dm-3816/AgBiO2-2dm-5528,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.809461623,2.262,FALSE,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90,90,Type-II_B,2.7626000000000004,3.8738,0.33149999999999924,6.9679,0.41791722200000025,2.431100000000001,Z-scheme_B,Z-scheme_B,,,,,,,,
1373,TiO2-2dm-3816/AgI-2dm-3794,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.185094892,2.85,TRUE,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,Type-II_B,1.9694000000000003,3.1231999999999998,1.0820999999999996,6.1747,1.042283953,0.8873000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
1376,TiO2-2dm-3816/Al2Zn2S5-2dm-3288,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.539946506,4.281,FALSE,-2.8349,-5.3461,3.646636,3.646637007,31.887533,90,90,120.000009,Type-II_B,2.4706,4.1647,0.040599999999999525,6.6758999999999995,0.6874323389999999,2.4300000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
1378,TiO2-2dm-3816/Al2Zn2S5-2dm-2999,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.540017268,4.299,FALSE,-3.4313,-5.3965,3.641271,3.641271087,31.890956,90,90,120.0000083,Type-II_B,1.8742000000000005,4.1143,0.091,6.0794999999999995,0.6873615769999999,1.7832000000000012,Z-scheme_B,Z-scheme_B,,,,,,,,
1380,TiO2-2dm-3816/AgI-2dm-4861,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.185013386,2.589,TRUE,-3.2846,-6.4109,4.350368,4.350368,23.624085,90,90,90,Type-II_B,2.0209,3.0999,1.1053999999999995,6.2261999999999995,1.042365459,0.9155000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
1381,TiO2-2dm-3816/Mg2Al2Se5-2dm-4027,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.268670427,3.939,TRUE,-3.2131,-5.4725,3.878769,3.878769692,32.800694,90,90,120.0000026,Type-II_B,2.0924000000000005,4.0383,0.16699999999999982,6.2977,0.9587084180000001,1.9254000000000007,Z-scheme_B,Z-scheme_B,,,,,,,,
1382,TiO2-2dm-3816/AgN3-2dm-3449,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,Type-II_B,2.6773000000000002,3.7992,0.40609999999999946,6.8826,0.577135427,2.2712000000000008,Z-scheme_B,Z-scheme_B,,,,,,,,
1383,TiO2-2dm-3816/Mg(AlS2)2-2dm-3543,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,Type-II_B,2.4184,3.5073,0.6979999999999995,6.6236999999999995,0.8045810339999999,1.7204000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
1385,TiO2-2dm-3816/Al2Zn2S5-2dm-3191,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.540097735,4.295,FALSE,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,Type-II_B,2.1025000000000005,4.1312,0.0741,6.3078,0.6872811100000003,2.028400000000001,Z-scheme_B,Z-scheme_B,,,,,,,,
1386,TiO2-2dm-3816/Al2ZnS4-2dm-3208,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.508125012,3.868,FALSE,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,Type-II_B,2.1940000000000004,3.8598999999999997,0.3453999999999997,6.3993,0.7192538330000002,1.8486000000000007,Z-scheme_B,Z-scheme_B,,,,,,,,
1387,TiO2-2dm-3816/Mg(AlSe2)2-2dm-4113,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.273420117,3.526,TRUE,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,Type-II_B,2.0095000000000005,3.9726999999999997,0.2325999999999997,6.2148,0.9539587279999999,1.7769000000000008,Z-scheme_B,Z-scheme_B,,,,,,,,
1394,TiO2-2dm-3816/As-2dm-3312,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.210777757,1.771,FALSE,-3.5758,-5.8068,3.603291,3.603291646,21.287882,90,90,59.99999675,Type-II_B,1.7297000000000002,3.7039999999999997,0.5012999999999996,5.935,1.0166010880000003,1.2284000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
1396,TiO2-2dm-3816/AgNO3-2dm-4750,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,3.057361059,0.95,FALSE,-2.7082,-6.8287,5.252387,5.25238712,20.973331,90,90,60.00000706,Type-II_B,2.5973,2.6820999999999993,1.5232,6.8026,0.17001778599999984,1.0741,Z-scheme_B,Z-scheme_B,,,,,,,,
1397,TiO2-2dm-3816/Al2Te5-2dm-4985,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.091396898,2.677,FALSE,-3.4877,-5.4417,4.180646,8.306388909,24.078083,90,90,104.5753164,Type-II_B,1.8178000000000005,4.0691,0.13619999999999965,6.0230999999999995,1.1359819469999999,1.6816000000000009,Z-scheme_B,Z-scheme_B,,,,,,,,
1407,TiO2-2dm-3816/CuTe2Br-2dm-5156,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.297216264,2.155,FALSE,-4.0989,-5.854,5.128019,8.228238,22.97503,90,90,90,Type-II_B,1.2066,3.6567999999999996,0.5484999999999998,5.411899999999999,0.9301625810000003,0.6581000000000001,Z-scheme_B,Z-scheme_B,,,,,,,,
1410,TiO2-2dm-3816/CuBr-2dm-3405,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.384556157,1.176,TRUE,-2.796,-5.5378,4.071361,4.071361703,20,90,90,120.0000187,Type-II_B,2.5095000000000005,3.973,0.2322999999999995,6.7148,0.842822688,2.277200000000001,Z-scheme_B,Z-scheme_B,,,,,,,,
1428,TiO2-2dm-3816/Ba(BSe3)2-2dm-4261,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.349290662,1.699,FALSE,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,Type-II_B,2.6121000000000003,3.6122999999999994,0.593,6.817399999999999,0.878088183,2.0191000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
1430,TiO2-2dm-3816/CuI-2dm-4972,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,3.0708,3.9584,0.24689999999999923,7.2761,0.971991917,2.823900000000001,Z-scheme_B,Z-scheme_B,,,,,,,,
1436,TiO2-2dm-3816/AuI-2dm-3495,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,2.5065000000000004,4.076499999999999,0.12880000000000003,6.7118,1.109721447,2.3777000000000004,Z-scheme_B,Z-scheme_B,,,,,,,,
1437,TiO2-2dm-3816/CuBr-2dm-3517,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.384526159,2.105,TRUE,-3.2117,-6.3827,3.776496,3.776496,23.172597,90,90,90,Type-II_B,2.0938000000000003,3.1281,1.0771999999999995,6.299099999999999,0.8428526860000001,1.0166000000000008,Z-scheme_B,Z-scheme_B,,,,,,,,
1440,TiO2-2dm-3816/CuTe2I-2dm-5239,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.218082663,2.359,FALSE,-4.0904,-5.8118,5.167785,8.43491,23.272398,90,90,90,Type-II_B,1.2151000000000005,3.699,0.5062999999999995,5.4204,1.009296182,0.7088,Z-scheme_B,Z-scheme_B,,,,,,,,
1443,TiO2-2dm-3816/AuBr-2dm-4576,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.245673035,2.161,FALSE,-3.0867,-6.0478,4.135507003,4.135507502,23.904198,90,90,91.07484666,Type-II_B,2.2188000000000003,3.463,0.7422999999999993,6.424099999999999,0.9817058100000002,1.476500000000001,Z-scheme_B,Z-scheme_B,,,,,,,,
1444,TiO2-2dm-3816/VCl2-2dm-3622,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.580497711,2.143,FALSE,-2.3479,-6.4193,3.628011,3.628011517,22.665532,90,90,120.0000044,Type-II_B,2.9576000000000002,3.0915,1.1137999999999995,7.1629,0.646881134,1.8438000000000008,Z-scheme_B,Z-scheme_B,,,,,,,,
1445,TiO2-2dm-3816/CuTe2Cl-2dm-4859,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.344125054,2.198,FALSE,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,Type-II_B,1.2311000000000005,3.7027,0.5025999999999993,5.4364,0.883253791,0.7285000000000013,Z-scheme_B,Z-scheme_B,,,,,,,,
